id,price1
2242,466.09764257450195
20532,301.3633137947141
10648,520.4328456640618
20677,1405.108838849541
12593,465.9850596190982
11159,469.31162706296334
10680,1141.0639136002978
6433,2009.321931543563
2794,236.64324575296922
11579,1081.6872004239858
13859,255.5475878322037
12260,511.15880427816796
18254,425.01783192976336
19453,550.782823641667
8121,999.9966550985874
9791,568.7156102466447
7402,1894.9122883567975
3205,274.0661625703629
14489,357.3879850686392
10607,730.247545520566
3659,495.6633967499129
7625,513.073237414569
12862,3218.0500640371583
13985,474.57331144316464
10206,511.0082259995264
6889,2548.580148214702
17791,744.7883770055226
8920,2148.041890751416
15762,482.4881225202291
9762,353.8048896890962
15247,692.8462132476475
14490,243.10480535558827
3545,303.9110688264239
4122,521.5717654555881
9075,486.82042558268904
17580,556.7558142880416
15546,627.258487719296
16679,385.2479910446368
7800,553.0235916665879
10314,289.2750702294164
20247,553.3314883838278
10068,1131.034501074779
971,419.98751229945424
3832,439.9785208609429
6052,2113.134670947149
12718,4076.605206413095
11469,377.61867063409875
10655,552.9156671695074
5933,457.3760151469262
7000,336.79811180953124
18084,495.6633967499129
20918,2341.0719276555683
16193,839.9127719939281
6116,1891.0119322221003
7581,377.8276800159973
2214,456.12826704135784
19489,537.4381184186809
2592,1405.9989557924878
14541,1405.9989557924878
5584,507.53050031591266
20002,626.7339594703728
341,2374.6466878108654
10363,829.9288742196704
12292,384.06412873715317
19769,380.8690503293792
4521,131.1303164972137
8402,180.00262587920253
8485,436.0569836717915
7561,393.59073987283955
9885,283.616097838614
2582,551.8165976961584
8209,237.44862427320163
13611,567.4912145395776
13591,260.57832423953454
9676,368.7001777020948
13851,583.6842707845533
16691,517.6114745234574
17785,567.9967288537247
18685,451.70481677782493
3369,750.6844250799239
16066,754.1577061895107
3003,749.1580891665861
18981,249.70922527596815
13554,610.5773851210519
11588,430.4757531696205
16379,2891.250545093566
12575,502.7524869787129
9249,255.54420543167726
15449,295.44611587125473
20597,556.0843237629507
12342,1222.085334525172
9065,482.77210482838325
17968,468.90256473354964
17803,938.3629177740086
13495,470.67719470226575
11078,1491.06864029923
19475,698.5785775424201
19860,312.8559314792957
805,494.769314604795
1,813.6985378140739
13151,548.0765022266592
4133,773.4751142534901
446,623.3109110787194
18830,1175.3727105415546
7909,480.83871182524246
13969,998.7511207411301
6901,2225.7467491257366
3961,2826.328929248148
10150,1065.106385662837
4490,622.5247820426648
5897,268.55310858742826
20844,521.3469568527345
19011,794.1054887801859
18577,526.8364705700862
3555,607.0509182757925
15716,562.0937948715753
20324,501.3049413035698
18654,1856.9016686360305
8184,333.97074437089896
4349,241.6405380972309
13737,253.6026877983062
10749,552.9239363564508
19921,560.2997146738401
15467,720.9445347157077
10725,336.9295129831924
18354,536.5781866718963
153,442.2501300546327
8961,660.413514658605
501,540.0431598412786
18332,224.30585145383048
4068,716.206607777535
13206,507.3161457029096
15926,597.0902753392395
20705,509.031222433241
15433,554.4746397632803
16477,568.1847910601767
15608,547.2724502899139
4957,223.68519337529187
9095,397.3070685966584
12618,533.5383823439861
17259,223.6294029885824
6906,384.02260646626087
20713,300.6143872243329
15305,584.9991461623725
5370,496.2207504041502
20079,555.4077062586405
5574,326.8594579429362
8049,97.30043965939342
3493,2355.5989180848483
7390,582.5319938742895
12996,545.7892382167715
150,409.2777970983886
7941,507.61561238626473
16993,471.4218048121216
18502,569.2837821530097
1046,361.55314953840946
17121,380.14639054709664
15629,940.5572679504867
18932,554.339587197516
8131,487.1004389874666
6926,427.8619417797613
11131,511.81328096110065
10941,364.4182466034702
12030,360.2406528143888
17959,480.73152616634206
14464,439.5178809011976
18288,322.22285991959717
17404,739.3422096409272
930,2121.7222499644736
10001,421.8366275341448
7044,2690.978987396175
17375,381.3892472406937
13231,442.8308313435391
3147,999.4061515631363
4856,525.3266986755558
14757,696.7578749648134
14918,577.4557179264384
10947,193.3700674685607
17853,443.78280513791884
6359,775.3142308672565
14331,495.34010347621114
6111,269.089957224675
20276,2734.139859310031
10660,1506.7061432799876
4222,554.4746081406117
20592,567.8354525844117
1023,1983.0426115515857
14844,377.4028580109848
11145,592.5639521293645
12578,517.3039782591768
8668,256.2491838011775
18474,571.0369397817142
9807,342.75547587193086
15911,1012.961916199346
3721,792.8738736638154
19353,683.9891433312804
17362,543.9238616053195
11120,517.0853943499965
18867,347.44931510069546
17178,328.70703830583517
6879,366.801566096683
4802,409.7716915619675
15451,224.2514425212936
15857,437.3497070254882
3179,735.786987382811
7258,438.4958668570179
6247,707.8184613540394
14378,903.02232848247
9308,1095.2175105843216
8879,364.5315509760125
9484,514.3474446042285
7676,606.2712611045589
14419,755.7749375300881
19097,238.65340781501402
168,1336.8076891221708
4427,233.2695588132043
12771,637.7743942150478
17299,436.2542257500333
5118,536.8497336682937
12040,588.0858454663343
13747,662.3562229517397
18751,483.7248624508961
5227,436.68549455491427
12100,820.573664751818
17604,451.5757880524966
1218,376.3401109017961
18775,281.472917014357
10853,246.81303500347627
3168,334.66321318881705
14636,243.10480535558827
7927,305.26019873244195
17035,683.3727605658023
8762,420.4200677283144
2152,471.91607239072596
17152,281.78699462832327
9824,318.23584718936365
8142,3389.2708875102408
15932,785.7358849901286
1141,438.4958668570179
17330,2788.897114161096
19889,409.89708241809046
4915,751.1448521081032
693,555.071536451046
14449,417.50390804167216
1975,562.1354092837412
4055,563.5157289663414
13336,496.2360585065737
15678,589.5300155242928
8491,568.4403254499088
15115,333.56352531530854
14146,546.7926521685313
19296,414.215634302772
13281,335.7145194863477
20363,418.50074748717157
13879,308.51710071856155
7859,304.0954258416717
18819,472.73724091771425
3538,380.8793375686721
13185,319.306745058565
10595,480.346887008669
857,669.5415707628397
7654,541.8913324309359
12429,502.8276882918311
18200,536.9206330846044
9710,522.768438218317
12240,762.761160335853
2939,353.77290310877527
120,403.38147093541545
11548,942.3533722691075
5261,1283.5580002663305
5598,536.6379339674929
7679,878.8710399776267
1820,532.4168760116532
3259,484.297875412246
623,338.42327146729446
10503,532.452565597054
9267,552.9711096521044
16624,1026.1188778594856
20850,495.6300299244552
9821,563.5287787489747
4693,514.5735816502115
14824,685.1326216296128
14096,495.6633967499129
6149,594.2379061219436
6373,547.6138581610469
12989,495.62416748932304
5547,567.5202166861772
5420,2891.771256338488
